"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDB03","OUT010",818.17630902382
"FDN39","OUT045",2694.71917232152
"FDX02","OUT027",6107.38288490572
"FDQ16","OUT027",2883.24605477888
"FDU35","OUT018",1442.10977595795
"NCT29","OUT013",2009.19465766882
"FDZ27","OUT046",788.306316381399
"FDN57","OUT017",2368.83943568664
"FDA03","OUT018",2167.81947539515
"FDZ36","OUT045",3069.80752072717
"NCU05","OUT013",1335.09076338396
"FDT39","OUT018",2181.20757358788
"FDK60","OUT017",1639.90061814377
"FDZ25","OUT017",2988.73202764664
"FDG12","OUT046",1930.929304426
"DRB01","OUT019",751.370871452346
"NCC43","OUT027",6637.95439587477
"FDX13","OUT019",945.725800355352
"FDM22","OUT049",885.042886594173
"FDJ03","OUT027",1307.35865214729
"FDU14","OUT018",3655.47059769038
"FDB33","OUT010",578.976965334875
"FDP27","OUT046",3202.03902613567
"FDO38","OUT010",263.822366717102
"FDE28","OUT027",6330.86041630744
"FDO27","OUT035",1574.58971388235
"DRL23","OUT027",2773.75474508987
"FDS28","OUT046",912.803532300985
"FDX24","OUT013",1528.36967801276
"FDZ02","OUT035",1610.28195941137
"FDL46","OUT045",1871.5811511095
"FDS60","OUT027",4953.30960159986
"NCO06","OUT017",552.543400523023
"FDO16","OUT035",1436.59737299817
"FDC60","OUT049",1468.94141354909
"FDA48","OUT018",3222.80571705029
"FDZ36","OUT027",5080.17216742017
"FDK27","OUT045",1878.82688322553
"FDW23","OUT018",523.676504441648
"FDM14","OUT018",1603.74086068074
"FDM14","OUT013",1787.30644533003
"FDW60","OUT018",2637.32781122848
"FDE21","OUT013",1930.68605922652
"NCM42","OUT035",1841.82824338261
"FDY59","OUT010",323.149429429979
"DRI49","OUT049",1351.41805621957
"FDT28","OUT019",565.463254336972
"FDQ22","OUT018",531.077441837849
"FDR60","OUT049",1280.13832042378
"FDC50","OUT019",328.400580232613
"FDV24","OUT013",2507.95222564223
"DRF48","OUT010",713.074280530336
"FDQ47","OUT046",596.855658275713
"DRN36","OUT049",1637.50625556803
"NCY06","OUT035",2148.71350444039
"FDE52","OUT035",1449.41321952778
"NCB54","OUT045",2031.41034628174
"NCF31","OUT035",2588.11048698441
"FDJ08","OUT027",5346.25248828623
"NCC07","OUT017",1844.53563016935
"NCD19","OUT027",1468.48106862702
"FDL46","OUT049",2000.26086291528
"FDM20","OUT045",4034.36789759871
"NCI06","OUT010",725.003704612221
"DRM11","OUT035",4246.33539820283
"NCH07","OUT018",2308.62128141099
"FDS23","OUT013",2118.60302054156
"FDO49","OUT018",687.659681698758
"FDS35","OUT049",1097.82229848817
"DRK39","OUT045",1320.70735271749
"DRI39","OUT049",972.256237528911
"FDV04","OUT017",2733.97208065022
"NCN14","OUT035",3188.67270614593
"FDH08","OUT013",3863.25977202746
"FDS20","OUT046",3128.40599168887
"FDV40","OUT049",1272.9205713652
"FDZ48","OUT010",370.349514380652
"FDS24","OUT027",2397.81746201592
"FDK44","OUT049",2934.77703695945
"FDS48","OUT045",2445.84772757988
"FDK26","OUT010",707.526080572581
"FDD23","OUT045",3117.17595126335
"NCH54","OUT017",2764.92626825094
"NCP14","OUT010",345.18414585702
"FDM60","OUT010",122.783522934815
"FDV24","OUT017",2590.51327011684
"FDH08","OUT018",3425.76013340739
"FDS12","OUT027",3388.60613237038
"FDR39","OUT027",5074.39466352949
"FDP12","OUT027",920.724325064097
"DRF60","OUT027",6751.65561361289
"FDC09","OUT035",1736.40207048007
"FDF50","OUT018",2906.18217909496
"FDG28","OUT035",4152.83979580621
"NCE19","OUT017",928.58269438636
"NCM53","OUT010",372.274945110582
"NCN18","OUT049",1865.86034311403
"FDF32","OUT035",3403.5030202592
"FDF11","OUT013",3987.33299050675
"DRI59","OUT049",3671.39062304827
"NCG54","OUT035",2874.87065416416
"FDM44","OUT046",1667.06860706693
"FDT57","OUT018",3472.49932128355
"FDV24","OUT046",2498.03969749503
"FDI50","OUT019",866.700133660064
"FDS09","OUT035",848.460738178596
"NCC31","OUT027",4156.26801446625
"FDQ07","OUT019",862.176156054425
"FDC22","OUT017",3320.62751878962
"FDZ56","OUT046",2796.2334547108
"FDZ40","OUT019",200.461073794949
"FDS46","OUT027",3166.43175066077
"DRD24","OUT045",2362.67669534017
"FDV45","OUT017",3290.43149314144
"FDL26","OUT045",2532.42640820218
"FDA56","OUT018",1739.05926048079
"FDN27","OUT046",1944.04380495907
"FDM20","OUT049",4220.68242749437
"FDO16","OUT017",1439.95143632372
"FDL03","OUT035",3315.95286571643
"FDE58","OUT046",1924.8239250656
"FDI02","OUT027",3001.71487947529
"NCC55","OUT019",131.920092824152
"FDR03","OUT018",2888.42469713324
"FDB14","OUT017",1595.76616596847
"FDR45","OUT013",3978.30564217326
"NCN07","OUT017",2183.98145689692
"FDM51","OUT019",375.009326533657
"FDT52","OUT027",6703.34020565954
"FDL26","OUT046",2549.12556338964
"NCZ42","OUT046",3870.4512546794
"DRI47","OUT019",580.789065298407
"FDW40","OUT013",2322.39447724747
"FDN34","OUT046",2795.55101312897
"FDS01","OUT035",3071.64694796388
"NCG55","OUT045",1859.91443605186
"FDC11","OUT035",1452.79697663903
"FDX35","OUT018",3313.42889805327
"NCB06","OUT046",2649.81702430887
"FDR09","OUT019",965.324013532321
"FDC53","OUT017",1617.30661586656
"FDY45","OUT013",4233.55723108697
"FDA22","OUT010",576.503878957566
"FDE02","OUT035",1591.98903497887
"FDW21","OUT045",1569.93635690689
"FDV34","OUT046",1200.67647017894
"FDS59","OUT049",1835.63443606831
"NCW17","OUT017",2223.59100193109
"NCK54","OUT046",1919.4783638067
"FDG17","OUT019",929.137790237345
"FDG35","OUT017",2973.74901729698
"FDD08","OUT010",90.9535986166893
"NCO07","OUT017",3599.75169116163
"FDJ10","OUT010",461.032904839465
"FDW36","OUT017",1755.55276076777
"FDW21","OUT010",347.535729193958
"FDY19","OUT017",1999.14282600651
"DRE03","OUT013",770.894302761856
"NCC55","OUT049",616.078356689933
"FDH52","OUT010",218.833468630744
"FDO09","OUT017",4525.50570883351
"FDU43","OUT045",3923.634088967
"FDX09","OUT010",625.180022692764
"FDH40","OUT019",312.971664278851
"FDW58","OUT017",1742.8326356529
"FDC47","OUT017",3906.10522585594
"NCR41","OUT035",1602.69773738651
"DRG49","OUT035",4280.6248758105
"FDC52","OUT027",4030.62657019968
"FDY13","OUT046",1221.08725977029
"FDY35","OUT013",721.245826003949
"FDI35","OUT017",3204.06462942744
"NCU18","OUT049",2378.6816853531
"FDY33","OUT018",2309.5799264751
"FDC15","OUT027",4193.42919206181
"FDU01","OUT049",3200.55136845243
"NCU42","OUT046",2812.07996701441
"NCV29","OUT018",2634.83043439795
"NCY30","OUT017",3255.89766954162
"FDQ46","OUT049",1886.04009634361
"FDG58","OUT027",4124.7753050306
"FDK33","OUT017",3635.55213515299
"NCD07","OUT045",1850.8595288096
"NCX29","OUT027",3919.05117280167
"NCT42","OUT013",2460.3249158816
"DRN59","OUT035",757.586075807941
"FDI44","OUT035",1325.68780901723
"FDA45","OUT049",3009.3775894954
"FDP31","OUT045",1042.87340659768
"FDY01","OUT046",1871.75896014837
"FDT09","OUT018",1934.36148734847
"DRH03","OUT027",2578.86131508178
"FDA36","OUT018",2659.15252451385
"NCF31","OUT017",2626.42313781945
"FDG14","OUT049",2555.1341261764
"FDG28","OUT027",6719.76228669437
"FDU14","OUT049",4110.35651363076
"FDY47","OUT019",480.850671843471
"FDI56","OUT049",1545.10826533224
"DRD01","OUT013",921.001975715326
"FDM22","OUT046",894.945084529354
"FDH33","OUT013",689.067261168646
"DRZ24","OUT013",1948.37337735548
"NCQ38","OUT046",1737.80538237039
"FDO16","OUT027",2306.69327060549
"FDU07","OUT027",4139.68100237691
"NCB07","OUT013",3226.3267764213
"FDU48","OUT045",2114.54649358131
"NCM43","OUT045",2694.70165796656
"FDR31","OUT010",562.419082288008
"DRK49","OUT018",554.670991341625
"NCI30","OUT010",875.418677161165
"DRD60","OUT017",3193.48802942075
"NCG19","OUT046",3856.95676874972
"FDH12","OUT035",1754.90433622272
"FDM32","OUT035",1562.3713718513
"FDM27","OUT035",2616.1976798323
"NCU53","OUT027",4446.2615322272
"NCQ18","OUT046",1622.41571425896
"FDS10","OUT013",3036.88858903696
"FDB33","OUT027",4377.07341876885
"FDI12","OUT013",1412.79606006384
"NCW42","OUT013",3673.08722283409
"NCC06","OUT018",1855.3981250883
"FDW02","OUT017",2123.46200848092
"NCD43","OUT017",1813.24178669959
"FDM57","OUT018",1203.19537543552
"FDA58","OUT017",4071.51057946973
"FDK56","OUT046",3105.68691586101
"FDP52","OUT045",3773.34219813074
"FDW20","OUT018",1839.20705763648
"FDS52","OUT049",1624.47534843215
"NCT29","OUT018",1737.45304618968
"NCL54","OUT013",2928.42070639675
"FDC05","OUT045",3235.99904996228
"FDF34","OUT035",3314.32666909467
"FDP03","OUT027",3328.54332414352
"FDD32","OUT010",291.688073946892
"FDZ10","OUT045",2040.50686320734
"FDZ40","OUT035",896.997899748827
"FDD51","OUT018",602.840051270666
"NCY30","OUT019",762.323213975664
"FDP58","OUT017",3726.32927953722
"FDV49","OUT017",4684.22927609486
"FDY24","OUT019",184.426037507266
"NCO55","OUT017",1808.38355836402
"FDR13","OUT017",2030.24994327931
"FDS51","OUT017",1041.68950450727
"FDP26","OUT045",1666.67500732974
"NCB54","OUT027",3456.7967268652
"FDF32","OUT017",3401.12181597561
"FDN31","OUT018",2859.23544130438
"DRM48","OUT017",589.158539200467
"FDN20","OUT049",2888.3853673847
"DRL01","OUT046",3976.20691244458
"FDV56","OUT049",1839.93863307004
"DRH13","OUT027",2966.03614105964
"FDA03","OUT017",2539.42554052181
"FDF47","OUT027",6127.47803806533
"FDX32","OUT046",2429.47286669765
"FDX57","OUT049",1622.90284081422
"NCA30","OUT045",3133.07627482595
"FDO49","OUT013",786.68630698136
"FDL04","OUT019",364.64519359787
"DRM48","OUT035",625.333854097779
"FDR16","OUT013",3521.75202717568
"NCC19","OUT018",2860.03836824069
"NCE42","OUT045",3752.20337044312
"FDY24","OUT017",914.182808044179
"FDH19","OUT049",2961.01461321507
"FDJ46","OUT013",2875.35921303092
"FDN45","OUT010",758.582936400871
"FDY08","OUT035",2320.14750865982
"FDZ37","OUT035",1470.46117730726
"NCT30","OUT045",751.603125066473
"DRY23","OUT018",565.428806199308
"NCZ30","OUT018",1755.52992938759
"FDC44","OUT018",1651.66353309428
"FDB45","OUT035",1783.01161676237
"FDY04","OUT013",2696.55459452291
"FDM27","OUT046",2625.07865822951
"FDZ43","OUT017",4162.0873390647
"FDT39","OUT019",573.252774327486
"NCC06","OUT019",464.725630896902
"FDL15","OUT027",4118.63362270574
"FDL57","OUT017",4426.20450116369
"FDU08","OUT046",1622.76426005834
"FDK40","OUT017",4621.63497564919
"FDQ12","OUT010",819.45892621861
"FDS48","OUT017",2614.53219238475
"FDP09","OUT045",3445.73963413389
"FDW21","OUT049",1602.3770110462
"FDY25","OUT035",3149.70795491987
"DRE13","OUT017",1474.9178665547
"FDV43","OUT019",147.193929306886
"FDD22","OUT045",1788.48661349326
"FDM46","OUT019",321.474685665056
"NCO30","OUT010",729.367110411785
"FDM25","OUT046",2832.56731997467
"NCN41","OUT049",2066.28901548249
"FDU24","OUT045",1484.96025310609
"FDZ50","OUT046",3128.97091108313
"FDP45","OUT013",4152.51922724784
"NCM54","OUT045",2019.1546941677
"FDW10","OUT019",597.580345775084
"FDP20","OUT017",2166.04599990076
"FDK32","OUT046",2505.59530826246
"FDN52","OUT049",1467.25949449007
"FDM58","OUT045",1777.28400644204
"FDZ46","OUT027",2964.33661448754
"NCA18","OUT018",1698.42170067008
"FDD35","OUT046",1995.28150628899
"NCK31","OUT035",826.062522577728
"FDI40","OUT027",2695.26372709281
"FDT50","OUT019",339.031103695724
"NCT06","OUT046",2722.38003452241
"FDT31","OUT035",3215.42669289909
"FDT45","OUT049",885.569936104507
"FDT13","OUT045",3105.05360921607
"FDO50","OUT045",1456.02524366166
"NCU18","OUT010",484.484395062714
"NCR54","OUT049",3307.82958431972
"NCO18","OUT018",2643.72845160886
"FDU09","OUT045",893.188540175634
"FDT13","OUT018",2795.61260799584
"FDE09","OUT046",1860.61385984074
"NCK53","OUT019",370.743931611874
"FDG45","OUT049",3674.1930233356
"DRH15","OUT035",746.415043078054
"FDO21","OUT019",866.810036985251
"FDD14","OUT027",5138.70391314219
"FDC09","OUT046",1689.00376358276
"FDH45","OUT027",1115.10435157219
"FDV32","OUT046",1074.29893489848
"FDG12","OUT035",1962.50079465553
"FDS32","OUT013",2304.71712935383
"NCL55","OUT018",3676.38408976965
"DRE01","OUT035",4211.09551080883
"DRE15","OUT049",1299.88689561807
"NCL42","OUT045",4031.42659013562
"FDP31","OUT013",1044.44845276337
"FDN33","OUT018",1319.63790699976
"FDZ59","OUT046",2723.46710844255
"FDE45","OUT010",672.525466288264
"FDJ07","OUT013",1955.58429651224
"FDQ45","OUT018",2666.5472509546
"FDM33","OUT027",5998.98072799483
"FDO15","OUT010",265.315509441905
"FDM46","OUT013",1503.34305916691
"FDR03","OUT045",3233.73743577738
"FDY49","OUT018",2435.36650056218
"FDQ60","OUT045",1901.39929033498
"FDW10","OUT049",2985.24641704428
"FDO51","OUT049",732.271944853248
"FDJ40","OUT018",1577.24794468882
"FDS20","OUT018",2796.90671679941
"FDU45","OUT013",1849.80322646738
"FDV02","OUT035",2873.17467134411
"FDN09","OUT046",4000.772989129
"NCM55","OUT027",5087.4862375492
"FDN23","OUT018",2153.44081202311
"FDY31","OUT010",565.268367176484
"FDW03","OUT010",366.436349813333
"FDD14","OUT046",3086.68786364755
"FDV23","OUT017",2120.6649251237
"DRI03","OUT045",2878.08108313217
"FDN13","OUT035",1639.97694264624
"FDF45","OUT027",1685.14055231424
"FDU46","OUT035",1484.62258975695
"FDB57","OUT049",3845.16566428755
"FDV12","OUT049",1675.56527015903
"FDQ58","OUT013",2506.67892126187
"NCA18","OUT017",1956.08912908639
"FDH52","OUT049",1031.17530015526
"FDM24","OUT018",2187.35122389372
"NCP43","OUT027",5076.06188516624
"NCO18","OUT019",670.390516750721
"FDM32","OUT017",1591.18380483304
"NCL07","OUT017",632.157099061942
"FDK03","OUT013",4200.38351056297
"FDP59","OUT017",1725.2302177867
"FDQ24","OUT049",4249.79412074372
"FDQ16","OUT018",1588.84629414862
"FDU44","OUT013",2664.60390319053
"FDH28","OUT010",112.695411680849
"FDV28","OUT019",99.3942222277723
"FDM22","OUT045",854.608664407527
"FDR56","OUT046",3265.03858643404
"FDV39","OUT049",3219.11782416442
"FDU37","OUT019",294.233765852478
"FDQ11","OUT010",917.456629278624
"FDX02","OUT045",3648.3165051493
"NCS42","OUT018",1342.72061984955
"FDY57","OUT027",2575.14039127569
"FDB21","OUT049",4118.52679166672
"FDE28","OUT017",3930.10535179243
"FDQ55","OUT017",1976.84559003787
"FDA48","OUT049",3774.0597645793
"FDZ19","OUT045",2856.27787629205
"NCC43","OUT045",4119.43060309733
"NCV18","OUT046",1347.64520735409
"NCA42","OUT018",2305.58632714549
"FDY45","OUT046",4232.8243879969
"NCC30","OUT045",2984.23260345444
"FDM57","OUT013",1404.65672715449
"FDL09","OUT010",552.275885277171
"FDB09","OUT027",3453.0823787083
"FDT44","OUT035",1993.52026959879
"NCT06","OUT027",4406.03217202074
"FDX26","OUT049",3188.85197497839
"FDK32","OUT013",2538.76701889729
"DRA12","OUT046",2350.92162181376
"FDO46","OUT010",723.370255893592
"FDE52","OUT013",1380.01800500627
"NCH42","OUT045",3757.02158447366
"FDV08","OUT035",696.363384743269
"FDB47","OUT018",3083.03802491912
"FDC28","OUT010",380.177377557796
"FDD22","OUT046",1871.23066189124
"FDS07","OUT027",3188.77637278124
"DRI13","OUT045",3844.87384854958
"FDG32","OUT018",3279.60320685175
"FDU14","OUT017",4170.44784714989
"FDD28","OUT019",218.528285156529
"NCP41","OUT017",1904.74498500516
"FDS08","OUT049",3014.33303208203
"FDX47","OUT045",2548.90992868563
"FDC53","OUT019",374.82332807373
"FDQ19","OUT035",4076.74473330338
"FDL14","OUT045",2506.32907129112
"FDM33","OUT019",797.258533908155
"FDA51","OUT045",1789.8575480485
"FDZ27","OUT018",701.568709866993
"FDT04","OUT046",673.397892398617
"DRC13","OUT049",2089.00243848228
"FDR16","OUT027",5876.96466590608
"FDQ03","OUT027",6465.50468005917
"FDE38","OUT035",2845.59120675881
"DRH23","OUT027",1491.42768851417
"FDT11","OUT019",753.335650599768
"FDD09","OUT035",3162.00555401414
"FDR40","OUT045",1311.69405515856
"FDX07","OUT017",3303.95371478068
"FDR07","OUT035",1627.22539173705
"FDA51","OUT017",1947.94268832726
"FDT59","OUT019",858.901774043417
"FDF20","OUT017",3351.03949436385
"FDR13","OUT045",1829.51181780441
"FDY26","OUT049",3453.97114765312
"FDW04","OUT017",2190.27822286325
"FDK52","OUT017",3899.86286582846
"FDN60","OUT049",2654.06167597827
"FDM09","OUT019",615.066743442213
"FDP46","OUT049",1477.88104422979
"FDB50","OUT019",289.491432223267
"NCQ29","OUT049",4388.05733190025
"FDP16","OUT027",6716.08921456958
"FDX33","OUT018",2347.91990140992
"FDP07","OUT010",711.651838470222
"FDN22","OUT046",4143.60660475664
"FDF39","OUT049",4436.59881682843
"FDS21","OUT017",1055.63522176534
"NCM42","OUT013",1755.33156328522
"FDK50","OUT019",611.137431504288
"DRF13","OUT027",4035.80076165391
"FDH35","OUT018",2388.63754920891
"FDP60","OUT018",1442.56791076161
"DRJ49","OUT027",3583.7914702608
"NCT42","OUT019",554.504681523089
"FDE38","OUT049",2831.78338110029
"FDI04","OUT049",3367.70284087616
"NCH54","OUT045",2566.47661475211
"FDT56","OUT049",998.858386772055
"DRD15","OUT018",3400.6626005639
"FDV58","OUT013",3215.28324485886
"FDP21","OUT049",3196.90780001627
"FDH05","OUT013",3861.39453001649
"FDR10","OUT027",4310.70100035371
"NCP06","OUT045",2429.03718546897
"FDF33","OUT049",1905.91683485089
"DRK37","OUT013",3163.41026204535
"DRH49","OUT045",1421.99540230238
"FDT58","OUT013",2766.94345689616
"FDD41","OUT018",1512.57844768833
"FDP40","OUT018",1591.7407804434
"FDM51","OUT027",2711.91680283775
"FDO45","OUT010",297.143017503277
"FDW33","OUT010",345.175721246821
"FDY24","OUT045",858.825859250084
"FDB10","OUT010",849.711887130859
"FDM40","OUT035",2339.63977154147
"NCI06","OUT017",3188.24556135077
"FDW12","OUT019",526.369974905765
"FDX48","OUT027",4153.42933732699
"NCW05","OUT027",2843.22713633629
"FDX27","OUT017",1605.09396927399
"DRM37","OUT045",3501.05414294176
"FDA38","OUT045",3815.815867375
"FDR36","OUT046",653.223131525441
"FDZ45","OUT046",3297.60714971121
"FDG05","OUT017",2713.06635155828
"FDK28","OUT013",4288.77488889915
"FDV47","OUT045",1372.42498835568
"FDN21","OUT045",2609.25230864023
"FDP20","OUT027",3519.41342495752
"FDI35","OUT045",3046.56646955376
"DRY23","OUT013",706.495070448158
"FDA56","OUT017",2055.77536590243
"FDB09","OUT013",2034.68925234958
"NCO26","OUT027",3138.90760963287
"FDQ49","OUT018",2236.95869051287
"FDI52","OUT027",3274.20120080795
"FDZ44","OUT027",3250.44814306968
"FDZ09","OUT018",2394.96344110612
"FDY03","OUT049",1902.28143440123
"NCG42","OUT017",2191.96524539474
"DRI13","OUT027",6240.2681903703
"FDQ32","OUT013",2074.88937943956
"FDW16","OUT035",1520.18412681644
"FDU27","OUT046",757.896632223061
"FDR28","OUT010",571.64266107258
"FDQ49","OUT010",510.819962927906
"FDS37","OUT046",1902.02513648814
"FDW26","OUT018",3226.69571438736
"FDX12","OUT018",3510.94651362633
"NCP06","OUT013",2490.30131718812
"FDW45","OUT010",556.2207301403
"NCN30","OUT049",1595.98301063656
"FDN24","OUT049",885.569936104507
"NCL41","OUT027",833.120854994866
"FDR02","OUT019",401.489097690104
"FDD09","OUT010",738.49144808682
"FDS33","OUT010",297.713324502384
"FDU22","OUT045",1914.24387950543
"FDI53","OUT013",2670.43856299957
"DRH01","OUT049",2979.09074561425
"FDX32","OUT013",2361.25129042252
"NCP30","OUT018",533.760857321768
"FDB60","OUT045",3182.92526663586
"FDB14","OUT049",1570.85925723511
"NCP02","OUT035",962.063215962332
"FDJ10","OUT017",2355.70008695923
"FDG34","OUT046",1818.11444126815
"NCB18","OUT017",1482.07291223243
"FDM16","OUT049",1242.88052400525
"FDW25","OUT018",1219.60124074641
"FDB35","OUT010",313.979800972687
"DRN11","OUT013",2317.98022183902
"FDF41","OUT019",894.820603005175
"FDH16","OUT045",1411.2564251401
"NCQ50","OUT018",3094.53347127148
"DRH23","OUT018",805.547602543057
"DRJ37","OUT013",2509.56135937812
"DRJ24","OUT027",5211.55410361353
"FDY16","OUT035",3203.79508087797
"FDQ27","OUT045",1683.57579883099
"FDZ33","OUT045",2415.56209418106
"FDF29","OUT045",2136.86638384302
"FDA08","OUT049",2799.74474172224
"FDG31","OUT046",1072.23702768237
"FDE34","OUT019",778.307596613236
"NCR30","OUT027",2020.36786443083
"FDV33","OUT035",4375.76741394159
"DRZ24","OUT018",1743.28991555532
"NCL54","OUT035",2953.17722524015
"FDR12","OUT049",2917.1850537232
"NCC54","OUT046",4012.68659983821
"DRN59","OUT013",745.688352839625
"FDX50","OUT019",394.641248452931
"FDV31","OUT027",5121.47257350194
"NCA29","OUT027",4632.42533753023
"FDW60","OUT049",3008.59126608338
"FDX08","OUT017",3284.81006732677
"DRD49","OUT013",3984.63159047547
"FDD33","OUT046",3850.97337706858
"FDW35","OUT013",683.32009330616
"FDJ36","OUT017",1727.26303313482
"FDV51","OUT035",2809.52881446241
"FDW36","OUT046",1751.27584491147
"FDH35","OUT046",2730.11841482932
"NCS30","OUT027",3503.11431928884
"FDN49","OUT017",625.79801576172
"FDL08","OUT018",3667.51835030121
"FDI09","OUT013",4365.62389876732
"FDP19","OUT018",1886.45393937068
"FDU21","OUT010",99.4441523553677
"NCP41","OUT045",1751.71269645389
"FDY10","OUT013",1852.53059388123
"FDP12","OUT018",474.843276802134
"NCN26","OUT049",1943.47394276786
"FDK44","OUT013",2904.41156686066
"FDC28","OUT049",1835.10303589993
"FDJ41","OUT027",6549.73712135646
"NCT29","OUT035",2064.24323573738
"NCH42","OUT019",868.852474192277
"FDU60","OUT018",2434.6845642488
"FDS02","OUT045",3135.4591405144
"FDC51","OUT046",1981.51113054357
"FDU03","OUT013",3109.70269129424
"FDX39","OUT045",3456.03029916431
"NCY05","OUT010",121.64879224046
"NCL06","OUT027",6450.75751235605
"FDD32","OUT035",1342.37447875954
"NCN41","OUT045",1964.82525071414
"NCX53","OUT049",2388.97593788343
"FDU57","OUT019",530.331624874419
"FDQ23","OUT046",1718.07365820139
"FDQ52","OUT045",4064.54111524584
"FDC14","OUT045",636.948735261138
"FDY09","OUT035",2996.25522845702
"FDQ28","OUT045",2543.29100532743
"FDV25","OUT046",3666.45247872929
"FDJ07","OUT035",1972.87047211796
"DRB25","OUT049",1784.12225265759
"FDK52","OUT019",837.218926860297
"FDY52","OUT027",1689.41275812719
"FDB28","OUT046",3281.58756007017
"FDT36","OUT035",583.379861111928
"FDV25","OUT017",3898.11154391705
"NCN07","OUT027",3479.09919529017
"FDC57","OUT017",3334.51839853689
"FDQ03","OUT018",3464.48021677164
"FDU23","OUT017",2913.57240403312
"NCX41","OUT035",3633.9066585437
"NCD06","OUT035",773.976329224729
"FDW08","OUT045",1693.6885688189
"NCU29","OUT017",2555.36471737292
"NCE06","OUT013",2659.68659816743
"FDV52","OUT010",382.174665098475
"FDB02","OUT017",3085.56073368349
"NCR18","OUT045",692.293523416799
"FDK16","OUT049",1587.6319954611
"NCQ29","OUT010",873.814802681539
"FDZ01","OUT019",386.245097814212
"FDW27","OUT035",2631.89876101298
"FDD17","OUT018",3463.92899081815
"FDW39","OUT013",2928.94468864373
"DRH59","OUT045",1157.52070637364
"FDS52","OUT013",1608.21326172847
"FDU40","OUT027",5279.96506585043
"NCF54","OUT013",2879.28576353999
"FDH46","OUT045",1645.71418774272
"NCP14","OUT049",1742.69994586166
"FDH50","OUT049",3178.82792062191
"DRF15","OUT010",539.037251491622
"FDV27","OUT027",2395.07870802453
"NCJ06","OUT049",2012.0743498386
"FDN02","OUT018",3006.97379557497
"FDQ51","OUT049",769.738296892412
