"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDQ22","OUT018",286.447642162895
"FDR60","OUT049",1076.57597927399
"FDC50","OUT019",224.33576485033
"FDV24","OUT013",2159.51536278725
"DRF48","OUT010",512.949502239704
"FDQ47","OUT046",514.669736166573
"DRN36","OUT049",1386.62375435486
"NCY06","OUT035",1831.21962896118
"FDE52","OUT035",1234.58850305138
"NCB54","OUT045",1666.35249670486
"NCF31","OUT035",2193.56839634857
"FDJ08","OUT027",4477.13602622757
"NCC07","OUT017",1527.9601279274
"NCD19","OUT027",1222.66024748459
"FDL46","OUT049",1693.80069113846
"FDM20","OUT045",3339.25861473999
"NCI06","OUT010",456.462760402679
"DRM11","OUT035",3727.68230627174
"NCH07","OUT018",2111.44173068619
"FDS23","OUT013",1789.19297798367
"FDO49","OUT018",542.590118847656
"FDS35","OUT049",918.321020850563
"DRK39","OUT045",1083.36752278805
"DRI39","OUT049",819.999314801216
"FDV04","OUT017",2228.11692114258
"NCN14","OUT035",2624.20251118011
"FDH08","OUT013",3168.68145282555
"FDS20","OUT046",2564.26287272568
"FDV40","OUT049",1072.88062286167
"FDZ48","OUT010",267.559896324921
"FDS24","OUT027",1852.50561803856
"FDK44","OUT049",2458.57219939613
"FDS48","OUT045",2040.74544448586
"FDK26","OUT010",508.958408346176
"FDD23","OUT045",2966.60523605576
"NCH54","OUT017",2321.35108925629
"NCP14","OUT010",272.234582944679
"FDM60","OUT010",88.3139474936485
"FDV24","OUT017",2174.91904589653
"FDH08","OUT018",2803.49696673775
"FDS12","OUT027",2849.57734519844
"FDR39","OUT027",4167.91557095184
"FDP12","OUT027",858.958526441956
"DRF60","OUT027",5456.09630896454
"FDC09","OUT035",1479.52459663467
"FDF50","OUT018",2712.92493521118
"FDG28","OUT035",3506.12388307343
"NCE19","OUT017",780.64868808403
"NCM53","OUT010",316.700660525322
"NCN18","OUT049",1579.99168874817
"FDF32","OUT035",2862.55598684349
"FDF11","OUT013",3283.20870471611
"DRI59","OUT049",3237.24205031891
"NCG54","OUT035",2436.61367715111
"FDM44","OUT046",1460.30995407677
"FDT57","OUT018",2894.46073342438
"FDV24","OUT046",2118.40169585228
"FDI50","OUT019",620.351804782867
"FDS09","OUT035",720.234349188995
"NCC31","OUT027",3567.24204672089
"FDQ07","OUT019",543.719720448303
"FDC22","OUT017",2705.42794137955
"FDZ56","OUT046",2399.94757405777
"FDZ40","OUT019",135.777190744686
"FDS46","OUT027",2678.47521321945
"DRD24","OUT045",1942.08835223637
"FDV45","OUT017",2718.99882408371
"FDL26","OUT045",2112.98422128181
"FDA56","OUT018",1402.4440360199
"FDN27","OUT046",1682.8956920105
"FDM20","OUT049",3521.93572637329
"FDO16","OUT017",1178.47293622494
"FDL03","OUT035",2843.40434348679
"FDE58","OUT046",1666.25766513519
"FDI02","OUT027",2296.7049899704
"NCC55","OUT019",77.9095158004761
"FDR03","OUT018",2345.71597628784
"FDB14","OUT017",1261.81588964844
"FDR45","OUT013",3303.34229066048
"NCN07","OUT017",1851.60562628632
"FDM51","OUT019",232.252157548475
"FDT52","OUT027",5651.25982571106
"FDL26","OUT046",2161.72381961746
"NCZ42","OUT046",3385.98050009766
"DRI47","OUT019",344.008601367188
"FDW40","OUT013",1989.41169992981
"FDN34","OUT046",2370.69891763229
"FDS01","OUT035",2592.76856609116
"NCG55","OUT045",1525.6755336731
"FDC11","OUT035",1384.28262816162
"FDX35","OUT018",2720.41810959663
"NCB06","OUT046",2247.11275950623
"FDR09","OUT019",659.890836390019
"FDC53","OUT017",1396.07008404694
"FDY45","OUT013",3544.83286959839
"FDA22","OUT010",361.53123394413
"FDE02","OUT035",1356.75675883255
"FDW21","OUT045",1323.74711728992
"FDV34","OUT046",1047.26937885075
"FDS59","OUT049",1554.39669601822
"NCW17","OUT017",1841.95866764412
"NCK54","OUT046",1688.08598967552
"FDG17","OUT019",643.231973395729
"FDG35","OUT017",2840.48104702911
"FDD08","OUT010",84.7555732405662
"NCO07","OUT017",3069.36668977356
"FDJ10","OUT010",357.686911505175
"FDW36","OUT017",1481.84669659653
"FDW21","OUT010",218.756089235687
"FDY19","OUT017",1680.98468276138
"DRE03","OUT013",623.61340820446
"NCC55","OUT049",537.140134078217
"FDH52","OUT010",146.969850515652
"FDO09","OUT017",3731.99376299858
"FDU43","OUT045",3247.60390356789
"FDX09","OUT010",463.038047159195
"FDH40","OUT019",214.41901953392
"FDW58","OUT017",1504.42499911003
"FDC47","OUT017",3266.86194514046
"NCR41","OUT035",1359.64838487968
"DRG49","OUT035",3518.11501005592
"FDC52","OUT027",3422.8808054657
"FDY13","OUT046",1060.97424009037
"FDY35","OUT013",583.450371985054
"FDI35","OUT017",2983.09445302277
"NCU18","OUT049",2014.24362059326
"FDY33","OUT018",2165.75995214081
"FDC15","OUT027",3625.72894931946
"FDU01","OUT049",2680.71691401443
"NCU42","OUT046",2402.78192235489
"NCV29","OUT018",2176.97204638329
"NCY30","OUT017",2658.60217601929
"FDQ46","OUT049",1597.0796999176
"FDG58","OUT027",3479.88048527985
"FDK33","OUT017",3099.89232034302
"NCD07","OUT045",1518.24785303822
"NCX29","OUT027",3332.18284299698
"NCT42","OUT013",2033.91448659668
"DRN59","OUT035",645.753152956009
"FDI44","OUT035",1111.74312261887
"FDA45","OUT049",2513.04113980293
"FDP31","OUT045",862.713684599304
"FDY01","OUT046",1608.54092201595
"FDT09","OUT018",1627.54540625534
"DRH03","OUT027",2212.70991586304
"FDA36","OUT018",2127.94752782593
"NCF31","OUT017",2205.06791874847
"FDG14","OUT049",2174.88167244873
"FDG28","OUT027",5665.10448284607
"FDU14","OUT049",3596.11627049446
"FDY47","OUT019",283.916242931366
"FDI56","OUT049",1231.87685112305
"DRD01","OUT013",758.01487485981
"FDM22","OUT046",771.76406098938
"FDH33","OUT013",567.124987260819
"DRZ24","OUT013",1629.08823004913
"NCQ38","OUT046",1515.45376036835
"FDO16","OUT027",1910.92544641495
"FDU07","OUT027",3520.58364214859
"NCB07","OUT013",2701.46087104797
"FDU48","OUT045",1734.54852951164
"NCM43","OUT045",2239.43734291935
"FDR31","OUT010",323.688080941105
"DRK49","OUT018",358.14848583355
"NCI30","OUT010",597.194842002869
"DRD60","OUT017",2604.11572042809
"NCG19","OUT046",3232.72965310822
"FDH12","OUT035",1495.59969758606
"FDM32","OUT035",1263.97552383614
"FDM27","OUT035",2200.84579240608
"NCU53","OUT027",3825.37567900314
"NCQ18","OUT046",1384.91313189507
"FDS10","OUT013",2487.86725923157
"FDB33","OUT027",3927.66190184784
"FDI12","OUT013",1153.04548481369
"NCW42","OUT013",3075.54134967041
"NCC06","OUT018",1576.146552771
"FDW02","OUT017",1792.39566758423
"NCD43","OUT017",1502.03721037064
"FDM57","OUT018",984.289696301651
"FDA58","OUT017",3405.19832473068
"FDK56","OUT046",2543.61186324863
"FDP52","OUT045",3135.64085198307
"FDW20","OUT018",1519.0402553196
"FDS52","OUT049",1445.94577742615
"NCT29","OUT018",1489.65561093369
"NCL54","OUT013",2452.77941975403
"FDC05","OUT045",2689.10962357636
"FDF34","OUT035",2860.8097673172
"FDP03","OUT027",2871.35420048676
"FDD32","OUT010",154.163043068647
"FDZ10","OUT045",1673.8143094883
"FDZ40","OUT035",761.436174331856
"FDD51","OUT018",460.392072091675
"NCY30","OUT019",454.266267649841
"FDP58","OUT017",3072.94665499306
"FDV49","OUT017",3842.19716131363
"FDY24","OUT019",135.069551198101
"NCO55","OUT017",1526.44070974503
"FDR13","OUT017",1679.93755259018
"FDS51","OUT017",872.418051985359
"FDP26","OUT045",1374.87707582073
"NCB54","OUT027",2981.99147053833
"FDF32","OUT017",2833.80718084373
"FDN31","OUT018",2272.82272315693
"DRM48","OUT017",507.599733668518
"FDN20","OUT049",2457.27546720352
"DRL01","OUT046",3267.10345680122
"FDV56","OUT049",1544.71209331741
"DRH13","OUT027",2485.76203973389
"FDA03","OUT017",2184.60847624207
"FDF47","OUT027",5165.7784637291
"FDX32","OUT046",2052.1842177578
"FDX57","OUT049",1374.25773027191
"NCA30","OUT045",2584.82017891388
"FDO49","OUT013",523.978036468506
"FDL04","OUT019",264.367008226442
"DRM48","OUT035",524.47996247406
"FDR16","OUT013",3020.40241727638
"NCC19","OUT018",2632.39110694885
"NCE42","OUT045",3193.8886551115
"FDY24","OUT017",772.689660202217
"FDH19","OUT049",2522.33111711998
"FDJ46","OUT013",2408.33630451965
"FDN45","OUT010",611.404084489632
"FDY08","OUT035",1954.87952881489
"FDZ37","OUT035",1232.46712998753
"NCT30","OUT045",621.885121066475
"DRY23","OUT018",332.104719558334
"NCZ30","OUT018",1491.30928239937
"FDC44","OUT018",1058.89705943508
"FDB45","OUT035",1506.85023206367
"FDY04","OUT013",2266.89053489685
"FDM27","OUT046",2226.13399095116
"FDZ43","OUT017",3467.84197300415
"FDT39","OUT019",389.936197298765
"NCC06","OUT019",278.069442770004
"FDL15","OUT027",3543.49845973434
"FDL57","OUT017",3701.84575431976
"FDU08","OUT046",1421.50046617012
"FDK40","OUT017",3838.83062034225
"FDQ12","OUT010",603.340565051079
"FDS48","OUT017",2197.42094937592
"FDP09","OUT045",2876.45250420742
"FDW21","OUT049",1426.27604364891
"FDY25","OUT035",2603.16988471069
"DRE13","OUT017",1216.81581420307
"FDV43","OUT019",104.2622410429
"FDD22","OUT045",1467.08376235886
"FDM46","OUT019",249.671566492081
"NCO30","OUT010",467.831709764099
"FDM25","OUT046",2434.5570898468
"NCN41","OUT049",1749.71266368484
"FDU24","OUT045",1224.97655603027
"FDZ50","OUT046",2574.51268378143
"FDP45","OUT013",3447.99862301559
"NCM54","OUT045",1656.29926618137
"FDW10","OUT019",447.269742046356
"FDP20","OUT017",1821.32567049408
"FDK32","OUT046",2116.48511007805
"FDN52","OUT049",1195.1608590332
"FDM58","OUT045",1457.89433774872
"FDZ46","OUT027",2507.52353777618
"NCA18","OUT018",1456.19095818634
"FDD35","OUT046",1801.78365101242
"NCK31","OUT035",703.833979439354
"FDI40","OUT027",2440.63709304352
"FDT50","OUT019",261.365707280159
"NCT06","OUT046",2308.64805217857
"FDT31","OUT035",2731.13107425232
"FDT45","OUT049",746.888230472946
"FDT13","OUT045",2537.81560685406
"FDO50","OUT045",1194.36789542885
"NCU18","OUT010",288.617456567383
"NCR54","OUT049",2804.60414370918
"NCO18","OUT018",2184.32384196129
"FDU09","OUT045",739.034531546402
"FDT13","OUT018",2297.6983321682
"FDE09","OUT046",1616.19021799393
"NCK53","OUT019",316.120951775837
"FDG45","OUT049",3065.91929072456
"DRH15","OUT035",633.610641701889
"FDO21","OUT019",610.019287995338
"FDD14","OUT027",4240.21332514877
"FDC09","OUT046",1479.52459663467
"FDH45","OUT027",970.87420353241
"FDV32","OUT046",915.063136691094
"FDG12","OUT035",1715.37418089027
"FDS32","OUT013",1903.25401519089
"NCL55","OUT018",3122.52233442688
"DRE01","OUT035",3433.9345099411
"DRE15","OUT049",1095.60917907448
"NCL42","OUT045",3350.10853615723
"FDP31","OUT013",859.448873760223
"FDN33","OUT018",1231.891071064
"FDZ59","OUT046",2309.56991872787
"FDE45","OUT010",404.695454692268
"FDJ07","OUT013",1607.7023465538
"FDQ45","OUT018",1749.86710950928
"FDM33","OUT027",4959.25484200974
"FDO15","OUT010",185.446409558344
"FDM46","OUT013",1201.10762811279
"FDR03","OUT045",2789.75891960335
"FDY49","OUT018",2039.1234286972
"FDQ60","OUT045",1559.70528577938
"FDW10","OUT049",2531.8642211895
"FDO51","OUT049",627.539386074829
"FDJ40","OUT018",1335.37521051331
"FDS20","OUT018",2265.15002541656
"FDU45","OUT013",1546.67103295937
"FDV02","OUT035",2435.17623685112
"FDN09","OUT046",3394.41350746231
"NCM55","OUT027",4307.82044618683
"FDN23","OUT018",1738.01673300133
"FDY31","OUT010",300.158271403027
"FDW03","OUT010",241.934005312872
"FDD14","OUT046",2519.39402599583
"FDV23","OUT017",1790.03467404099
"DRI03","OUT045",2382.95196598549
"FDN13","OUT035",1387.22853571949
"FDF45","OUT027",1507.47558685303
"FDU46","OUT035",1205.67297603226
"FDB57","OUT049",3232.47821631927
"FDV12","OUT049",1418.85174342041
"FDQ58","OUT013",2072.2346622963
"NCA18","OUT017",1651.11768723907
"FDH52","OUT049",862.571251848793
"FDM24","OUT018",1804.00985476055
"NCP43","OUT027",4180.30192420197
"NCO18","OUT019",446.351912717056
"FDM32","OUT017",1257.08234012795
"NCL07","OUT017",533.80910226059
"FDK03","OUT013",3517.0559225769
"FDP59","OUT017",1456.25170386658
"FDQ24","OUT049",3603.2660985466
"FDQ16","OUT018",1345.19494012756
"FDU44","OUT013",2231.25548956299
"FDH28","OUT010",100.633513714552
"FDV28","OUT019",93.5438452769756
"FDM22","OUT045",707.113096000671
"FDR56","OUT046",2747.06144398193
"FDV39","OUT049",2861.30689901505
"FDU37","OUT019",215.17617937088
"FDQ11","OUT010",675.493039868546
"FDX02","OUT045",3031.74471697197
"NCS42","OUT018",1098.43014535465
"FDY57","OUT027",2405.86945070801
"FDB21","OUT049",3410.44766977501
"FDE28","OUT017",3240.99219059372
"FDQ55","OUT017",1631.46457708321
"FDA48","OUT049",3199.90597596703
"FDZ19","OUT045",2364.8922717865
"NCC43","OUT045",3423.23971898975
"NCV18","OUT046",1152.42728741169
"NCA42","OUT018",1948.96590892563
"FDY45","OUT046",3632.72185675507
"NCC30","OUT045",2425.42398337326
"FDM57","OUT013",1146.4026144619
"FDL09","OUT010",373.443579884148
"FDB09","OUT027",2944.21765990982
"FDT44","OUT035",1692.37669020767
"NCT06","OUT027",3790.76403616562
"FDX26","OUT049",2635.24780244522
"FDK32","OUT013",2125.88364103699
"DRA12","OUT046",1915.66382165031
"FDO46","OUT010",511.581018278122
"FDE52","OUT013",1147.96916369648
"NCH42","OUT045",3122.07845021152
"FDV08","OUT035",598.241666076088
"FDB47","OUT018",2531.26073732643
"FDC28","OUT010",239.302348921967
"FDD22","OUT046",1619.86371481018
"FDS07","OUT027",2718.86120300369
"DRI13","OUT045",3090.68136659813
"FDG32","OUT018",2082.98325567894
"FDU14","OUT017",3597.55371079445
"FDD28","OUT019",139.489499707031
"NCP41","OUT017",1577.83582130661
"FDS08","OUT049",2516.05237788963
"FDX47","OUT045",2136.46887618942
"FDC53","OUT019",249.965587156677
"FDQ19","OUT035",3505.37735361023
"FDL14","OUT045",2100.77805968742
"FDM33","OUT019",581.338300766659
"FDA51","OUT045",1486.74125437489
"FDZ27","OUT018",588.35847281456
"FDT04","OUT046",580.710817996788
"DRC13","OUT049",1776.76868136978
"FDR16","OUT027",4954.58283402023
"FDQ03","OUT027",5450.75227131042
"FDE38","OUT035",2411.79770781212
"DRH23","OUT027",1403.70034002075
"FDT11","OUT019",511.222696572304
"FDD09","OUT035",2612.08692943726
"FDR40","OUT045",1075.97397430172
"FDX07","OUT017",2667.28599111557
"FDR07","OUT035",1381.41475895004
"FDA51","OUT017",1595.53108967075
"FDT59","OUT019",606.410715031815
"FDF20","OUT017",2804.11253912659
"FDR13","OUT045",1507.71152133522
"FDY26","OUT049",3055.82493861237
"FDW04","OUT017",1848.79464844894
"FDK52","OUT017",3261.6411619709
"FDN60","OUT049",2259.08692522202
"FDM09","OUT019",435.897764026642
"FDP46","OUT049",1197.38441918945
"FDB50","OUT019",213.280249870348
"NCQ29","OUT049",3720.49510477181
"FDP16","OUT027",5662.00789453354
"FDX33","OUT018",2201.71245645905
"FDP07","OUT010",503.511464962006
"FDN22","OUT046",3449.89354900017
"FDF39","OUT049",3761.65189544105
"FDS21","OUT017",863.944094220543
"NCM42","OUT013",1438.64350769348
"FDK50","OUT019",400.121010380173
"DRF13","OUT027",3390.65805984955
"FDH35","OUT018",2037.96776837692
"FDP60","OUT018",1221.34851023254
"DRJ49","OUT027",2925.97112919617
"NCT42","OUT019",345.832905834961
"FDE38","OUT049",2410.36026751213
"FDI04","OUT049",2855.36878534355
"NCH54","OUT045",2141.39474051285
"FDT56","OUT049",828.883941895866
"DRD15","OUT018",2888.33937445755
"FDV58","OUT013",2692.21392538452
"FDP21","OUT049",2719.50226260681
"FDH05","OUT013",3233.21441174316
"FDR10","OUT027",3190.93398088379
"NCP06","OUT045",2026.71920857372
"FDF33","OUT049",1533.19079662552
"DRK37","OUT013",2615.93565116882
"DRH49","OUT045",1163.7332105072
"FDT58","OUT013",2326.06376513672
"FDD41","OUT018",1029.58082927608
"FDP40","OUT018",1371.73006282654
"FDM51","OUT027",2345.91715801315
"FDO45","OUT010",199.563006232452
"FDW33","OUT010",267.800489646912
"FDY24","OUT045",710.602451802635
"FDB10","OUT010",603.175449283123
"FDM40","OUT035",1979.06139408855
"NCI06","OUT017",2599.84077297592
"FDW12","OUT019",331.607953082848
"FDX48","OUT027",3466.49812331238
"NCW05","OUT027",2361.60041286392
"FDX27","OUT017",1354.84574958344
"DRM37","OUT045",2824.65153937531
"FDA38","OUT045",3276.04968504353
"FDR36","OUT046",563.312928841209
"FDZ45","OUT046",2785.33151489487
"FDG05","OUT017",2277.81102256966
"FDK28","OUT013",3591.06759791565
"FDV47","OUT045",1125.79115788822
"FDN21","OUT045",2177.08555701485
"FDP20","OUT027",3000.77380782318
"FDI35","OUT045",2859.2227902214
"DRY23","OUT013",581.468646686554
"FDA56","OUT017",1767.67510722313
"FDB09","OUT013",1694.56590243416
"NCO26","OUT027",2707.76573177948
"FDQ49","OUT018",1946.11337496567
"FDI52","OUT027",2824.47619142761
"FDZ44","OUT027",2771.44469082336
"FDZ09","OUT018",2245.8265453949
"FDY03","OUT049",1610.83270090713
"NCG42","OUT017",1850.21864937973
"DRI13","OUT027",5031.39760669098
"FDQ32","OUT013",1728.0460835289
"FDW16","OUT035",1239.58573798828
"FDU27","OUT046",661.671208719635
"FDR28","OUT010",398.485180269241
"FDQ49","OUT010",387.085275037766
"FDS37","OUT046",1653.96568910065
"FDW26","OUT018",3012.12474732971
"FDX12","OUT018",2954.43668174973
"NCP06","OUT013",2093.50127619934
"FDW45","OUT010",335.529188181973
"NCN30","OUT049",1361.5436381855
"FDN24","OUT049",746.888230472946
"NCL41","OUT027",719.331844906616
"FDR02","OUT019",252.93421778841
"FDD09","OUT010",443.003450770569
"FDS33","OUT010",187.395416098785
"FDU22","OUT045",1570.24161748238
"FDI53","OUT013",2267.3050904747
"DRH01","OUT049",2526.64343801994
"FDX32","OUT013",1895.23358333473
"NCP30","OUT018",346.548718268013
"FDB60","OUT045",2657.05895570984
"FDB14","OUT049",1272.71569433594
"NCP02","OUT035",816.668282983589
"FDJ10","OUT017",1960.46554527912
"FDG34","OUT046",1573.8827247551
"NCB18","OUT017",1196.9538769043
"FDM16","OUT049",1044.25878122578
"FDW25","OUT018",1032.57402812805
"FDB35","OUT010",235.448321263504
"DRN11","OUT013",1770.92053275757
"FDF41","OUT019",577.999566087723
"FDH16","OUT045",1157.64432913685
"NCQ50","OUT018",2641.69387052994
"DRH23","OUT018",645.127118159866
"DRJ37","OUT013",2109.69245861816
"DRJ24","OUT027",3781.97175899353
"FDY16","OUT035",2636.64786929741
"FDQ27","OUT045",1381.02611365986
"FDZ33","OUT045",2015.47597750511
"FDF29","OUT045",1724.08046210575
"FDA08","OUT049",2345.22122287788
"FDG31","OUT046",916.914335116768
"FDE34","OUT019",485.064475833511
"NCR30","OUT027",1819.00777109375
"FDV33","OUT035",3752.18725197449
"DRZ24","OUT018",1494.66001966858
"NCL54","OUT035",2494.03654225502
"FDR12","OUT049",2484.9950427681
"NCC54","OUT046",3389.32502827225
"DRN59","OUT013",616.304782476425
"FDX50","OUT019",266.999386096573
"FDV31","OUT027",4209.43912789536
"NCA29","OUT027",3987.50584382553
"FDW60","OUT049",2570.50520619583
"FDX08","OUT017",2651.83130043869
"DRD49","OUT013",3152.70975588455
"FDD33","OUT046",3240.04148983116
"FDW35","OUT013",559.672625116539
"FDJ36","OUT017",1437.46637479057
"FDV51","OUT035",2391.67354361229
"FDW36","OUT046",1516.02271893539
"FDH35","OUT046",1946.06631325092
"NCS30","OUT027",3021.94715102997
"FDN49","OUT017",538.029159461975
"FDL08","OUT018",3058.01443683472
"FDI09","OUT013",3743.86744171906
"FDP19","OUT018",1209.4234020031
"FDU21","OUT010",82.9680795244217
"NCP41","OUT045",1413.32825393944
"FDY10","OUT013",1548.95145939331
"FDP12","OUT018",316.10499065609
"NCN26","OUT049",1671.75167129059
"FDK44","OUT013",2434.01779738121
"FDC28","OUT049",1553.94671172409
"FDJ41","OUT027",5354.45220222626
"NCT29","OUT035",1759.23068590622
"NCH42","OUT019",557.312066829681
"FDU60","OUT018",2077.25473868866
"FDS02","OUT045",2619.97663678608
"FDC51","OUT046",1772.45068470192
"FDU03","OUT013",2536.44080648804
"FDX39","OUT045",2871.95521177998
"NCY05","OUT010",94.0193959907055
"NCL06","OUT027",5287.33326072845
"FDD32","OUT035",1125.73683229866
"NCN41","OUT045",1611.73318237209
"NCX53","OUT049",2038.05113734016
"FDU57","OUT019",368.875555210114
"FDQ23","OUT046",1498.246703759
"FDQ52","OUT045",3377.62664935169
"FDC14","OUT045",527.018752491188
"FDY09","OUT035",2570.04586813583
"FDQ28","OUT045",2122.04933062592
"FDV25","OUT046",3096.87757614288
"FDJ07","OUT035",1673.68436881065
"DRB25","OUT049",1510.77669950638
"FDK52","OUT019",592.446766342449
"FDY52","OUT027",1137.46115574646
"FDB28","OUT046",2771.80053140984
"FDT36","OUT035",507.636307497597
"FDV25","OUT017",3193.21037904968
"NCN07","OUT027",3009.56079777985
"FDC57","OUT017",2778.31336062241
"FDQ03","OUT018",2844.43548119659
"FDU23","OUT017",2429.23549512329
"NCX41","OUT035",3090.71137354889
"NCD06","OUT035",657.00663882637
"FDW08","OUT045",1401.09844255829
"NCU29","OUT017",2200.03976348114
"NCE06","OUT013",2235.89701741028
"FDV52","OUT010",296.505681437635
"FDB02","OUT017",2567.59800328445
"NCR18","OUT045",563.327481900787
"FDK16","OUT049",1344.3907347496
"NCQ29","OUT010",880.195972327852
"FDZ01","OUT019",257.582640754223
"FDW27","OUT035",2214.0541438694
"FDD17","OUT018",2957.03377195511
"FDW39","OUT013",2453.21829551697
"DRH59","OUT045",953.573464044571
"FDS52","OUT013",1364.96602857361
"FDU40","OUT027",4505.23141227493
"NCF54","OUT013",2411.625095047
"FDH46","OUT045",1349.96848402748
"NCP14","OUT049",1475.70070857925
"FDH50","OUT049",2662.52179469719
"DRF15","OUT010",375.756343883514
"FDV27","OUT027",2040.92920659943
"NCJ06","OUT049",1711.33868660202
"FDN02","OUT018",2468.80987045498
"FDQ51","OUT049",654.108326345253
"FDQ07","OUT017",3201.83502084961
